"Manufacturer","Model_Name","Category","Screen_Size","Screen","CPU","RAM","Storage","GPU","Operating_System","Operating_System_Version","Weight","Price_in_Euros","CPU_Mark","G3D_Mark"
"HP","ProBook 470","Notebook","17.3""","Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","256GB SSD","Intel UHD Graphics 620","Windows","10","2.5kg","928,00","5948","1038"
"Dell","Inspiron 5567","Notebook","15.6""","1366x768","Intel Core i5 7200U 2.5GHz","8GB","1TB HDD","AMD Radeon R7 M445","Windows","10","2.36kg","638,99","3412","911"
"Dell","Inspiron 3567","Notebook","15.6""","Full HD 1920x1080","Intel Core i3 6006U 2GHz","4GB","1TB HDD","AMD Radeon R5 M430","Windows","10","2.2kg","449,00","2273","649"
"Acer","Swift 3","Ultrabook","14.0""","IPS Panel Full HD 1920x1080","Intel Core i7 8550U 1.8GHz","8GB","256GB SSD","Intel UHD Graphics 620","Windows","10","1.6kg","884,00","5954","1038"
"Acer","Aspire A515-51G-37JS","Notebook","15.6""","Full HD 1920x1080","Intel Core i3 7130U 2.7GHz","4GB","256GB SSD","Nvidia GeForce MX130","Windows","10","2.2kg","572,00","2986","1904"
"HP","15-BS078nr (i7-7500U/8GB/1TB/W10)","Notebook","15.6""","1366x768","Intel Core i7 7500U 2.7GHz","8GB","1TB HDD","Intel HD Graphics 620","Windows","10","2.05kg","598,00","3650","944"
"HP","Probook 440","Notebook","14.0""","Full HD 1920x1080","Intel Core i7 8550U 1.8GHz","8GB","256GB SSD","Intel UHD Graphics 620","Windows","10","1.63kg","988,00","5954","1038"
"Lenovo","V110-15IAP (N3350/4GB/1TB/No","Notebook","15.6""","1366x768","Intel Celeron Dual Core N3350 1.1GHz","4GB","1TB HDD","Intel HD Graphics 500","No OS",,"1.9kg","252,36","1131","297"
"Asus","FX753VD-GC086T (i5-7300HQ/8GB/1TB","Gaming","17.3""","Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows","10","3kg","938,00","5118","5103"
"Lenovo","IdeaPad 320-15IKBN","Notebook","15.6""","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","4GB","1TB HDD","Nvidia GeForce 920MX","No OS",,"2.2kg","499,00","3412","1088"
"HP","Envy 13-AD007nv","Notebook","13.3""","IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","4GB","256GB SSD","Intel HD Graphics 620","Windows","10","1.32kg","699,00","3412","944"
"Acer","Aspire 5","Notebook","17.3""","IPS Panel Full HD 1920x1080","Intel Core i3 7130U 2.7GHz","4GB","1TB HDD","Nvidia GeForce MX130","Windows","10","3kg","655,00","2986","1904"
"Lenovo","ThinkPad E480","Notebook","14.0""","IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","256GB SSD","AMD Radeon RX 550","Windows","10","1.75kg","1116,02","5948","2725"
"Lenovo","Legion Y520-15IKBN","Gaming","15.6""","IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","256GB SSD","Nvidia GeForce GTX 1050M","No OS",,"2.4kg","869,00","6954","4462"
"Toshiba","Satellite Pro","Notebook","15.6""","1366x768","Intel Core i5 6200U 2.3GHz","4GB","500GB HDD","Intel HD Graphics 520","Windows","10","2.1kg","602,00","3024","863"
"HP","255 G6","Notebook","15.6""","1366x768","AMD A6-Series 9220 2.5GHz","4GB","256GB SSD","AMD Radeon R4 Graphics","Windows","10","1.86kg","369,00","1281","333"
"Asus","ZenBook UX430UA","Ultrabook","14.0""","Full HD 1920x1080","Intel Core i7 8550U 1.8GHz","8GB","256GB SSD","Intel UHD Graphics 620","Windows","10","1.25kg","1099,00","5954","1038"
"HP","EliteBook Folio","Ultrabook","12.5""","IPS Panel 4K Ultra HD / Touchscreen 3840","Intel Core M 6Y75 1.2GHz","8GB","512GB SSD","Intel HD Graphics 515","Windows","10","0.97kg","2014,00","2305","620"
"Asus","X541NA (N3350/4GB/1TB/FHD/W10)","Notebook","15.6""","Full HD 1920x1080","Intel Celeron Dual Core N3350 1.1GHz","4GB","1TB HDD","Intel HD Graphics 500","Windows","10","2kg","344,00","1131","297"
"MSI","GE72MVR 7RG","Gaming","17.3""","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows","10","2.9kg","2029,00","6954","10465"
"Acer","Aspire A315-51","Notebook","15.6""","1366x768","Intel Core i3 6006U 2GHz","4GB","1TB HDD","Intel HD Graphics 520","Windows","10","2.1kg","447,00","2273","863"
"Dell","Inspiron 5577","Gaming","15.6""","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","512GB SSD","Nvidia GeForce GTX 1050","Windows","10","2.56kg","1249,26","6954","5103"
"Dell","Inspiron 7567","Gaming","15.6""","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","1TB Hybrid","Nvidia GeForce GTX 1050","Windows","10","2.62kg","899,00","6954","5103"
"Lenovo","V110-15IKB (i5-7200U/4GB/128GB/W10)","Notebook","15.6""","1366x768","Intel Core i5 7200U 2.5GHz","4GB","128GB SSD","Intel HD Graphics 620","Windows","10","1.9kg","498,00","3412","944"
"MSI","GE73VR 7RE","Gaming","17.3""","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows","10","2.8kg","1890,00","6954","8161"
"HP","EliteBook 840","Ultrabook","14.0""","Full HD 1920x1080","Intel Core i5 7500U 2.7GHz","4GB","256GB SSD","Intel HD Graphics 620","Windows","10","1.48kg","1082,00","3650","944"
"HP","15-BS103nv (i5-8250U/6GB/256GB/Radeon","Notebook","15.6""","Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","6GB","256GB SSD","AMD Radeon 520","Windows","10","1.91kg","619,00","5948","814"
"Lenovo","Yoga 520-14IKB","2 in 1 Convertible","14.0""","IPS Panel Full HD / Touchscreen 1920x108","Intel Core i3 7100U 2.4GHz","4GB","256GB SSD","Intel HD Graphics 620","Windows","10","1.74kg","629,00","2710","944"
"Asus","ZenBook Flip","2 in 1 Convertible","13.3""","Full HD / Touchscreen 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows","10","1.1kg","1315,00","5948","944"
"Dell","Inspiron 5579","2 in 1 Convertible","15.6""","Full HD / Touchscreen 1920x1080","Intel Core i7 8550U 1.8GHz","8GB","256GB SSD","Intel UHD Graphics 620","Windows","10","1.56kg","1049,00","5954","1038"
"Toshiba","Satellite Pro","Notebook","15.6""","1366x768","Intel Core i3 6006U 2.2GHz","4GB","500GB HDD","Intel HD Graphics 520","Windows","10","2.1kg","447,00","2273","863"
"Asus","X555BP-XX180T (A9-9420/4GB/1TB/Radeon","Notebook","15.6""","1366x768","AMD A9-Series 9420 3GHz","4GB","1TB HDD","AMD Radeon R5 M420","Windows","10","2.03kg","403,00","1542","463"
"Acer","Aspire A517-51G","Notebook","17.3""","IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","4GB","256GB SSD","Nvidia GeForce MX150","Windows","10","3kg","805,00","5948","2138"
"Dell","Inspiron 3576","Notebook","15.6""","Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","256GB SSD","AMD Radeon 520","Windows","10","2.13kg","728,00","5948","814"
"Lenovo","Legion Y520-15IKBN","Gaming","15.6""","IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD","Nvidia GeForce GTX 1050 Ti","Windows","10","2.5kg","1079,00","6954","5919"
"Acer","Aspire A315-31","Notebook","15.6""","1366x768","Intel Celeron Dual Core N3350 1.1GHz","4GB","1TB HDD","Intel HD Graphics 500","Windows","10","2.1kg","348,00","1131","297"
"MSI","GE63VR 7RE","Gaming","15.6""","IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows","10","2.4kg","1799,00","6954","8161"
"Acer","Aspire 3","Notebook","15.6""","1366x768","Intel Pentium Quad Core N4200 1.1GHz","4GB","1TB HDD","Intel HD Graphics 505","Windows","10","2.1kg","363,51","2140","344"
"Dell","Inspiron 5577","Gaming","15.6""","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows","10","2.56kg","1060,49","6954","5103"
"Acer","Aspire A517-51G","Notebook","17.3""","IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","256GB SSD","Nvidia GeForce MX150","Windows","10","3kg","854,00","5948","2138"
"HP","ProBook 430","Notebook","13.3""","IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","4GB","500GB HDD","Intel UHD Graphics 620","Windows","10","1.49kg","754,00","5948","1038"
"Huawei","MateBook X","Ultrabook","13.0""","IPS Panel Full HD 2160x1440","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows","10","1.05kg","1349,00","3412","944"
"HP","17-bs001nv (i5-7200U/6GB/2TB/Radeon","Notebook","17.3""","IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","6GB","2TB HDD","AMD Radeon 520","Windows","10","2.71kg","699,00","3412","814"
"Lenovo","IdeaPad 320-15AST","Notebook","15.6""","1366x768","AMD A6-Series 9220 2.9GHz","4GB","500GB HDD","AMD Radeon R4 Graphics","No OS",,"2.2kg","309,00","1281","333"
"Toshiba","Satellite Pro","Notebook","15.6""","1366x768","Intel Core i3 7100U 2.4GHz","4GB","500GB HDD","Intel HD Graphics 620","Windows","10","2kg","489,00","2710","944"
"HP","ProBook 470","Notebook","17.3""","Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","256GB SSD","Nvidia GeForce 930MX","Windows","10","2.5kg","923,00","5948","1309"
"Dell","Inspiron 3567","Notebook","15.6""","1366x768","Intel Core i3 7100U 2.4GHz","8GB","1TB HDD","Intel HD Graphics 620","Windows","10","2.3kg","459,00","2710","944"
"Acer","Aspire A315-51","Notebook","15.6""","1366x768","Intel Core i3 6006U 2GHz","4GB","128GB SSD","Intel HD Graphics 520","Windows","10","2.1kg","449,00","2273","863"
"MSI","GT80S 6QF-074US","Gaming","18.4""","Full HD 1920x1080","Intel Core i7 6920HQ 2.9GHz","32GB","512GB SSD +  1TB HDD","Nvidia GTX 980 SLI","Windows","10","4.4kg","2799,00","7322","7423"
"Lenovo","V310-15IKB (i5-7200U/8GB/1TB","Notebook","15.6""","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","128GB SSD +  1TB HDD","AMD R17M-M1-70","Windows","10","1.90kg","813,00","3412","648"
"HP","Spectre x360","2 in 1 Convertible","13.3""","IPS Panel 4K Ultra HD / Touchscreen 3840","Intel Core i5 8250U 1.6GHz","8GB","256GB SSD","Intel UHD Graphics 620","Windows","10","1.29kg","1499,00","5948","1038"
"Dell","Inspiron 5570","Notebook","15.6""","Full HD 1920x1080","Intel Core i7 8550U 1.8GHz","16GB","256GB SSD +  2TB HDD","AMD Radeon 530","Linux",,"2.02kg","1049,00","5954","947"
"Dell","XPS 13","Ultrabook","13.3""","Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","256GB SSD","Intel UHD Graphics 620","Windows","10","1.23kg","1399,00","5948","1038"
"Lenovo","Yoga 920-13IKB","2 in 1 Convertible","13.9""","IPS Panel 4K Ultra HD / Touchscreen 3840","Intel Core i7 8550U 1.8GHz","16GB","512GB SSD","Intel UHD Graphics 620","Windows","10","1.4kg","1849,00","5954","1038"
"Toshiba","Satellite Pro","Notebook","15.6""","1366x768","Intel Core i5 7200U 2.5GHz","8GB","128GB SSD","Intel HD Graphics 620","Windows","10","2.0kg","793,00","3412","944"
"Xiaomi","Mi Notebook","Notebook","15.6""","IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","256GB SSD","Nvidia GeForce MX150","No OS",,"1.95kg","1199,00","5948","2138"
"Dell","Inspiron 7773","Notebook","17.3""","Full HD / Touchscreen 1920x1080","Intel Core i7 8550U 1.8GHz","16GB","512GB SSD","Nvidia GeForce 150MX","Windows","10","2.77kg","1549,00","5954","2318"
"Dell","XPS 15","Notebook","15.6""","4K Ultra HD / Touchscreen 3840x2160","Intel Core i7 7700HQ 2.8GHz","16GB","512GB SSD","Nvidia GeForce GTX 1050","Windows","10","2.06kg","2397,00","6954","5103"
"Lenovo","Legion Y520-15IKBN","Gaming","15.6""","IPS Panel Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz","8GB","256GB SSD","Nvidia GeForce GTX 1050","No OS",,"2.4kg","779,00","5118","5103"
"Acer","Swift 7","Ultrabook","13.3""","IPS Panel Full HD 1920x1080","Intel Core i5 7Y54 1.2GHz","8GB","256GB SSD","Intel HD Graphics 615","Windows","10","1.12kg","989,00","2739","725"
"Dell","Inspiron 5770","Notebook","17.3""","Full HD 1920x1080","Intel Core i7 8550U 1.8GHz","8GB","128GB SSD +  1TB HDD","AMD Radeon 530","Windows","10","2.8kg","1085,00","5954","947"
"Lenovo","Thinkpad Yoga","2 in 1 Convertible","14.0""","Touchscreen 2560x1440","Intel Core i7 7500U 2.7GHz","16GB","1TB SSD","Intel HD Graphics 620","Windows","10","1.42kg","2824,00","3650","944"
"Vero","K147 (N3350/4GB/32GB/FHD/W10)","Notebook","14.0""","IPS Panel Full HD 1920x1080","Intel Celeron Dual Core N3350 1.1GHz","4GB","32GB Flash Storage","Intel HD Graphics 500","Windows","10","1.3kg","260,00","1131","297"
"Xiaomi","Mi Notebook","Ultrabook","13.3""","IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Nvidia GeForce MX150","No OS",,"1.3kg","999,90","3412","2138"
"Lenovo","IdeaPad 320-17IKBR","Notebook","17.3""","1600x900","Intel Core i5 8250U 1.6GHz","8GB","256GB SSD","Nvidia GeForce MX150","No OS",,"2.8kg","698,00","5948","2138"
"Dell","Inspiron 5379","2 in 1 Convertible","13.3""","IPS Panel Full HD / Touchscreen 1920x108","Intel Core i7 8550U 1.8GHz","8GB","1TB HDD","Intel UHD Graphics 620","Windows","10","1.62kg","839,00","5954","1038"
"HP","ProBook 470","Notebook","17.3""","IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","1TB HDD","Nvidia GeForce 930MX","Windows","10","2.5kg","914,00","5948","1309"
"Razer","Blade Pro","Gaming","17.3""","4K Ultra HD / Touchscreen 3840x2160","Intel Core i7 7820HK 2.9GHz","32GB","1TB SSD","Nvidia GeForce GTX 1080","Windows","10","3.49kg","6099,00","7714","11366"
"HP","ProBook 430","Notebook","13.3""","Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","512GB SSD","Intel UHD Graphics 620","Windows","10","1.49kg","959,00","5948","1038"
"HP","Omen 17-W295","Gaming","17.3""","IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows","10","3.35kg","1379,00","6954","5103"
"HP","Probook 470","Notebook","17.3""","Full HD 1920x1080","Intel Core i7 8550U 1.8GHz","8GB","256GB SSD","Nvidia GeForce 930MX ","Windows","10","2.5kg","1045,00","5954","1309"
"Dell","Inspiron 7577","Gaming","15.6""","IPS Panel 4K Ultra HD 3840x2160","Intel Core i7 7700HQ 2.8GHz","16GB","512GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows","10","2.65kg","1845,00","6954","8161"
"Lenovo","V110-15ISK (i5-6200U/4GB/128GB/W10)","Notebook","15.6""","1366x768","Intel Core i5 6200U 2.3GHz","4GB","128GB SSD","Intel HD Graphics 520","Windows","10","2.1kg","493,00","3024","863"
"Acer","Aspire E5-576G","Notebook","15.6""","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","1TB HDD","Nvidia GeForce 940MX","Windows","10","2.23kg","742,00","3650","1510"
"Lenovo","Legion Y720-15IKB","Gaming","15.6""","IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","512GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows","10","3.2kg","1749,00","6954","8161"
"Dell","Precision 7520","Workstation","15.6""","4K Ultra HD 3840x2160","Intel Xeon E3-1505M V6 3GHz","16GB","256GB SSD +  1TB HDD","Nvidia Quadro M1200","Windows","10","2.8kg","3055,00","7004","3393"
"Lenovo","Legion Y520-15IKBN","Gaming","15.6""","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","512GB SSD","Nvidia GeForce GTX 1060","No OS",,"2.4kg","1398,00","6954","8161"
"Dell","Inspiron 3567","Notebook","15.6""","Touchscreen 1366x768","Intel Core i3 7100U 2.4GHz","6GB","1TB HDD","Intel HD Graphics 620","Windows","10","2.3kg","439,00","2710","944"
"Dell","XPS 13","Ultrabook","13.3""","IPS Panel 4K Ultra HD / Touchscreen 3840","Intel Core i7 8550U 1.8GHz","8GB","256GB SSD","Intel UHD Graphics 620","Windows","10","1.21kg","1949,00","5954","1038"
"Dell","XPS 13","Ultrabook","13.3""","Full HD 1920x1080","Intel Core i7 8550U 1.8GHz","8GB","256GB SSD","Intel UHD Graphics 620","Windows","10","1.2kg","1449,00","5954","1038"
"Lenovo","IdeaPad 320-15IKBN","Notebook","15.6""","1366x768","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows","10","2.2kg","597,00","3412","944"
"Acer","Aspire 7","Notebook","15.6""","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","1TB HDD","Nvidia GeForce GTX 1050","Linux",,"2.4kg","779,00","6954","5103"
"Asus","ROG GL703VD-GC028T","Gaming","17.3""","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows","10","2.9kg","1407,00","6954","5103"
"HP","15-bs018nq (i3-6006U/4GB/500GB/FHD/No","Notebook","15.6""","Full HD 1920x1080","Intel Core i3 6006U 2GHz","4GB","500GB HDD","Intel HD Graphics 520","No OS",,"2.1kg","349,00","2273","863"
"Lenovo","IdeaPad 320-15IKBN","Notebook","15.6""","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","No OS",,"2.2kg","549,00","3412","944"
"Huawei","MateBook X","Ultrabook","13.0""","IPS Panel Full HD 2160x1440","Intel Core i7 7500U 2.7GHz","8GB","512GB SSD","Intel HD Graphics 620","Windows","10","1.05kg","1499,00","3650","944"
"Dell","Inspiron 5370","Ultrabook","13.3""","IPS Panel Full HD 1920x1080","Intel Core i7 8550U 1.8GHz","8GB","256GB SSD","AMD Radeon 530","Windows","10","1.4kg","931,88","5954","947"
"Lenovo","IdeaPad 320-17IKB","Notebook","17.3""","1600x900","Intel Core i5 7200U 2.5GHz","8GB","1TB HDD","Nvidia GeForce GTX 940MX","No OS",,"2.8kg","589,00","3412","1510"
"HP","Probook 440","Notebook","14.0""","Full HD 1920x1080","Intel Core i7 8550U 1.8GHz","8GB","256GB SSD","Nvidia GeForce 930MX","Windows","10","1.63kg","1031,00","5954","1309"
"Dell","Latitude 5490","Ultrabook","14.0""","Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","256GB SSD","Intel UHD Graphics 620","Windows","10","1.6kg","1149,00","5948","1038"
"Dell","Inspiron 5379","2 in 1 Convertible","13.3""","Full HD / Touchscreen 1920x1080","Intel Core i7 8550U 1.8GHz","16GB","512GB SSD","Intel UHD Graphics 620","Windows","10","1.62kg","1279,00","5954","1038"
"Dell","Inspiron 3576","Notebook","15.6""","Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","256GB SSD","AMD Radeon 520","Linux",,"2.2kg","677,35","5948","814"
"Lenovo","Yoga 520-14IKB","2 in 1 Convertible","14.0""","IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","256GB SSD","Intel UHD Graphics 620","Windows","10","1.74kg","899,00","5948","1038"
"Toshiba","Portege Z30-C-16L","Ultrabook","13.3""","Full HD 1920x1080","Intel Core i7 6500U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows","10","1.2kg","1363,00","3276","863"
"HP","ProBook 450","Notebook","15.6""","Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","8GB","1TB HDD","Intel UHD Graphics 620","Windows","10","2.1kg","794,00","5948","1038"
"Dell","Alienware 17","Gaming","17.3""","IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows","10","4.42kg","2456,34","6954","8161"
"Acer","Aspire E5-576G","Notebook","15.6""","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","256GB SSD","Nvidia GeForce 940MX","Windows","10","2.2kg","832,00","3650","1510"
"Dell","Inspiron 5567","Notebook","15.6""","Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz","16GB","1TB HDD","AMD Radeon R7 M445","Windows","10","2.3kg","859,01","3650","911"
"Asus","Vivobook X541UV-DM1217T","Notebook","15.6""","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Nvidia GeForce 920MX ","Windows","10","2kg","769,00","3412","1088"
"Asus","K756UX-T4340T (i5-7200U/8GB/500GB","Notebook","17.3""","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD +  500GB HDD","Nvidia GeForce GTX 950M","Windows","10","2.69kg","891,00","3412","2610"
"HP","ZBook 15u","Notebook","15.6""","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","1TB HDD","AMD FirePro W4190M ","Windows","10","1.9kg","1269,00","3650","1117"
"Asus","Pro P2540UA-XO0198T","Notebook","15.6""","1366x768","Intel Core i3 7100U 2.4GHz","4GB","1TB HDD","Intel HD Graphics 620","Windows","10","2.37kg","398,99","2710","944"
"HP","15-rb013nv (E2-9000e/4GB/500GB/W10)","Notebook","15.6""","1366x768","AMD E-Series 9000e 1.5GHz","4GB","500GB HDD","AMD Radeon R2","Windows","10","2.1kg","330,00","786","239"
"Lenovo","Legion Y720-15IKB","Gaming","15.6""","IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows","10","3.2kg","1499,00","6954","8161"
"Dell","Vostro 5468","Notebook","14.0""","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows","10","1.6kg","859,00","3412","944"
"Acer","Aspire R7","2 in 1 Convertible","13.3""","IPS Panel Full HD / Touchscreen 1920x108","Intel Core i5 6200U 2.3GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows","10","1.6kg","689,00","3024","863"
"Dell","Inspiron 5567","Notebook","15.6""","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","16GB","256GB SSD","AMD Radeon R7 M445","Linux",,"2.36kg","899,00","3650","911"
"Acer","Aspire A315-51","Notebook","15.6""","1366x768","Intel Core i3 6006U 2GHz","4GB","1TB HDD","Intel HD Graphics 520","Linux",,"2.1kg","390,00","2273","863"
"Asus","X555QG-DM242T (A10-9620P/4GB/1TB","Notebook","15.6""","Full HD 1920x1080","AMD A10-Series A10-9620P 2.5GHz","4GB","128GB SSD +  1TB HDD","AMD Radeon R5 M430","Windows","10","2.2kg","575,00","2503","649"
"Asus","ROG G703VI-E5062T","Gaming","17.3""","Full HD 1920x1080","Intel Core i7 7820HK 2.9GHz","32GB","512GB SSD +  1TB HDD","Nvidia GeForce GTX 1080","Windows","10","4.7kg","3890,00","7714","11366"
"Acer","Nitro AN515-51","Gaming","15.6""","IPS Panel Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz","8GB","256GB SSD","Nvidia GeForce GTX 1050","Windows","10","2.5kg","846,00","5118","5103"
"Lenovo","IdeaPad 320-15ISK","Notebook","15.6""","1366x768","Intel Core i3 6006U 2GHz","8GB","128GB SSD","Intel HD Graphics 520","Windows","10","2.2kg","589,00","2273","863"
